2react,default,yes,1,2,0,1,18.71,0,1.11
2react,default,yes,10,2,0,1,18.82,0,1.12
2react,default,yes,100,2,0,1,21.31,0,1.15
2react,loose,yes,1,2,0,1,18.86,0,1.16
2react,loose,yes,10,2,0,10,19.92,0,1.07
2react,loose,yes,100,2,0,100,24.75,0,1.15
2react,default,yes,1,10,0,1,19.17,0,1.18
2react,default,yes,10,10,0,1,19.54,0,1.10
2react,default,yes,100,10,0,1,21.76,0,1.20
2react,loose,yes,1,10,0,1,19.73,0,1.18
2react,loose,yes,10,10,0,10,18.00,0,1.20
2react,loose,yes,100,10,0,99,26.75,0,1.16
2react,default,yes,1,20,0,1,19.98,0,1.23
2react,default,yes,10,20,0,1,21.33,0,1.22
2react,default,yes,100,20,0,1,23.43,0,1.24
2react,loose,yes,1,20,0,1,19.60,0,1.17
2react,loose,yes,10,20,0,9,20.51,0,1.18
2react,loose,yes,100,20,0,100,33.67,0,1.19
2react,default,yes,1,2,2,1,19.52,0,1.21
2react,default,yes,10,2,2,1,19.53,0,1.20
2react,default,yes,100,2,2,1,21.89,0,1.14
2react,loose,yes,1,2,2,1,19.51,0,1.21
2react,loose,yes,10,2,2,6,19.41,0,1.18
2react,loose,yes,100,2,2,71,23.94,0,1.17
2react,default,yes,1,10,2,1,19.69,0,1.16
2react,default,yes,10,10,2,1,20.13,0,1.17
2react,default,yes,100,10,2,1,22.46,0,1.09
2react,loose,yes,1,10,2,1,20.09,0,1.13
2react,loose,yes,10,10,2,10,20.32,0,1.11
2react,loose,yes,100,10,2,90,24.70,0,1.15
2react,default,yes,1,20,2,1,19.81,0,1.23
2react,default,yes,10,20,2,1,20.40,0,1.16
2react,default,yes,100,20,2,1,22.09,0,1.12
2react,loose,yes,1,20,2,1,20.15,0,1.14
2react,loose,yes,10,20,2,4,17.99,0,1.20
2react,loose,yes,100,20,2,76,25.49,0,1.21
2react,default,yes,1,2,4,1,19.23,0,1.20
2react,default,yes,10,2,4,1,19.41,0,1.06
2react,default,yes,100,2,4,1,21.35,0,1.08
2react,loose,yes,1,2,4,0,19.11,0,1.16
2react,loose,yes,10,2,4,6,19.88,0,1.15
2react,loose,yes,100,2,4,100,24.55,0,1.16
2react,default,yes,1,10,4,1,19.13,0,1.19
2react,default,yes,10,10,4,1,19.69,0,1.18
2react,default,yes,100,10,4,1,23.61,0,1.09
2react,loose,yes,1,10,4,0,19.40,0,1.08
2react,loose,yes,10,10,4,7,20.74,0,1.16
2react,loose,yes,100,10,4,100,30.45,0,1.21
2react,default,yes,1,20,4,1,19.79,0,1.12
2react,default,yes,10,20,4,1,20.03,0,1.11
2react,default,yes,100,20,4,1,23.47,0,1.18
2react,loose,yes,1,20,4,0,20.64,0,1.20
2react,loose,yes,10,20,4,10,21.99,0,1.17
2react,loose,yes,100,20,4,99,24.38,0,1.10
6react,default,yes,1,2,0,1,21.29,0,1.23
6react,default,yes,10,2,0,1,21.80,0,1.28
6react,default,yes,100,2,0,1,24.82,0,1.39
6react,loose,yes,1,2,0,1,21.34,0,1.18
6react,loose,yes,10,2,0,6,22.36,0,1.22
6react,loose,yes,100,2,0,100,37.37,0,1.22
6react,default,yes,1,10,0,1,21.75,0,1.22
6react,default,yes,10,10,0,1,21.67,0,1.25
6react,default,yes,100,10,0,1,24.78,0,1.33
6react,loose,yes,1,10,0,1,21.16,0,1.22
6react,loose,yes,10,10,0,8,22.08,0,1.15
6react,loose,yes,100,10,0,91,32.16,0,1.27
6react,default,yes,1,20,0,1,21.38,0,1.32
6react,default,yes,10,20,0,1,22.51,0,1.34
6react,default,yes,100,20,0,1,27.17,0,1.20
6react,loose,yes,1,20,0,1,20.72,0,1.10
6react,loose,yes,10,20,0,9,22.78,0,1.22
6react,loose,yes,100,20,0,89,30.56,0,1.29
6react,default,yes,1,2,2,1,21.59,0,1.29
6react,default,yes,10,2,2,1,22.08,0,1.25
6react,default,yes,100,2,2,1,25.46,0,1.18
6react,loose,yes,1,2,2,1,21.53,0,1.20
6react,loose,yes,10,2,2,10,24.93,0,1.24
6react,loose,yes,100,2,2,100,30.60,0,1.28
6react,default,yes,1,10,2,1,21.77,0,1.23
6react,default,yes,10,10,2,1,22.74,0,1.23
6react,default,yes,100,10,2,1,28.68,0,1.25
6react,loose,yes,1,10,2,1,21.71,0,1.20
6react,loose,yes,10,10,2,10,22.66,0,1.31
6react,loose,yes,100,10,2,42,30.44,0,1.25
6react,default,yes,1,20,2,1,21.85,0,1.33
6react,default,yes,10,20,2,1,22.21,0,1.28
6react,default,yes,100,20,2,1,26.68,0,1.24
6react,loose,yes,1,20,2,1,22.25,0,1.20
6react,loose,yes,10,20,2,4,22.68,0,1.31
6react,loose,yes,100,20,2,100,43.42,0,1.27
6react,default,yes,1,2,4,1,23.53,0,1.21
6react,default,yes,10,2,4,1,23.10,0,1.33
6react,default,yes,100,2,4,1,26.91,0,1.27
6react,loose,yes,1,2,4,1,23.17,0,1.18
6react,loose,yes,10,2,4,5,24.35,0,1.14
6react,loose,yes,100,2,4,57,31.18,0,1.21
6react,default,yes,1,10,4,1,23.03,0,1.25
6react,default,yes,10,10,4,1,23.42,0,1.28
6react,default,yes,100,10,4,1,26.66,0,1.34
6react,loose,yes,1,10,4,1,22.82,0,1.19
6react,loose,yes,10,10,4,10,24.33,0,1.25
6react,loose,yes,100,10,4,99,32.02,0,1.28
6react,default,yes,1,20,4,1,23.05,0,1.23
6react,default,yes,10,20,4,1,23.25,0,1.31
6react,default,yes,100,20,4,1,26.69,0,1.29
6react,loose,yes,1,20,4,1,22.72,0,1.22
6react,loose,yes,10,20,4,2,23.55,0,1.18
6react,loose,yes,100,20,4,100,39.81,0,1.23
8react,default,yes,1,2,0,1,29.18,0,2.10
8react,default,yes,10,2,0,10,31.14,0,2.68
8react,default,yes,100,2,0,100,41.18,0,7.82
8react,loose,yes,1,2,0,1,30.44,0,11.69
8react,loose,yes,10,2,0,10,32.28,0,21.64
8react,loose,yes,100,2,0,96,52.87,0,194.60
8react,default,yes,1,10,0,1,32.61,0,5.41
8react,default,yes,10,10,0,10,33.65,0,7.08
8react,default,yes,100,10,0,100,45.71,0,11.83
8react,loose,yes,1,10,0,1,34.61,0,46.49
8react,loose,yes,10,10,0,9,37.62,0,44.65
8react,loose,yes,100,10,0,86,70.35,0,254.86
8react,default,yes,1,20,0,1,38.79,0,15.68
8react,default,yes,10,20,0,10,41.45,0,21.29
8react,default,yes,100,20,0,100,57.68,0,67.96
8react,loose,yes,1,20,0,1,59.85,0,98.42
8react,loose,yes,10,20,0,10,50.23,0,194.18
8react,loose,yes,100,20,0,98,164.94,0,503.82
8react,default,yes,1,2,2,1,30.86,0,2.88
8react,default,yes,10,2,2,10,30.70,0,7.37
8react,default,yes,100,2,2,100,44.42,0,32.80
8react,loose,yes,1,2,2,1,31.33,0,12.58
8react,loose,yes,10,2,2,10,33.01,0,78.14
8react,loose,yes,100,2,2,100,122.30,0,664.18
8react,default,yes,1,10,2,1,33.40,0,8.43
8react,default,yes,10,10,2,10,34.98,0,14.06
8react,default,yes,100,10,2,100,48.84,0,42.45
8react,loose,yes,1,10,2,1,35.09,0,86.90
8react,loose,yes,10,10,2,10,40.24,0,205.76
8react,loose,yes,100,10,2,96,162.23,0,970.42
8react,default,yes,1,20,2,1,41.35,0,28.32
8react,default,yes,10,20,2,10,43.04,0,65.20
8react,default,yes,100,20,2,100,62.23,0,104.88
8react,loose,yes,1,20,2,-1,47.26,0,211.61
8react,loose,yes,10,20,2,10,50.43,0,422.91
8react,loose,yes,100,20,2,100,95.00,0,1327.50
8react,default,yes,1,2,4,1,29.78,0,3.77
8react,default,yes,10,2,4,10,31.80,0,7.22
8react,default,yes,100,2,4,100,44.90,0,33.13
8react,loose,yes,1,2,4,0,31.07,0,30.97
8react,loose,yes,10,2,4,10,33.76,0,88.79
8react,loose,yes,100,2,4,100,155.66,0,753.47
8react,default,yes,1,10,4,1,34.06,0,11.93
8react,default,yes,10,10,4,10,37.95,0,15.15
8react,default,yes,100,10,4,100,52.92,0,46.69
8react,loose,yes,1,10,4,1,43.63,0,54.94
8react,loose,yes,10,10,4,10,41.21,0,186.22
8react,loose,yes,100,10,4,96,70.70,0,921.00
8react,default,yes,1,20,4,1,41.50,0,44.44
8react,default,yes,10,20,4,10,48.24,0,74.80
8react,default,yes,100,20,4,100,66.75,0,180.64
8react,loose,yes,1,20,4,1,49.70,0,259.02
8react,loose,yes,10,20,4,8,94.97,0,439.82
8react,loose,yes,100,20,4,99,276.29,0,1165.65
